dates,GDPC1,CPIAUCSL,FEDFUNDS,M2,BAA10YM,PCEPILFE,PCEPI,UNRATE
2004-04-01,14323.017,188.166666666667,1.01,6243.26666666667,2.06333333333333,86.3943333333333,84.1956666666667,5.6
2004-07-01,14457.832,189.366666666667,1.43333333333333,6313.4,2.14666666666667,86.704,84.6096666666667,5.43333333333333
2004-10-01,14605.595,191.4,1.95,6397.13333333333,2.01333333333333,87.174,85.333,5.43333333333333
2005-01-01,14767.846,192.366666666667,2.47,6433.06666666667,1.67,87.794,85.8293333333333,5.3
2005-04-01,14839.707,193.666666666667,2.94333333333333,6478.33333333333,1.81333333333333,88.2293333333333,86.3713333333333,5.1
2005-07-01,14956.291,196.6,3.46,6570.63333333333,1.76666666666667,88.5733333333333,87.3036666666667,4.96666666666667
2005-10-01,15041.232,198.433333333333,3.98,6658.5,1.84666666666667,89.1646666666667,87.999,4.96666666666667
2006-01-01,15244.088,199.466666666667,4.45666666666667,6745.26666666667,1.73666666666667,89.6813333333333,88.4563333333333,4.73333333333333
2006-04-01,15281.525,201.266666666667,4.90666666666667,6817.3,1.66666666666667,90.3956666666667,89.2323333333333,4.63333333333333
2006-07-01,15304.517,203.166666666667,5.24666666666667,6915.86666666667,1.69666666666667,90.8826666666667,89.8746666666667,4.63333333333333
2006-10-01,15433.643,202.333333333333,5.24666666666667,7031.1,1.65,91.274,89.726,4.43333333333333
2007-01-01,15478.956,204.317,5.25666666666667,7131.33333333333,1.61666666666667,91.904,90.5463333333333,4.5
2007-04-01,15577.779,206.631,5.25,7251.76666666667,1.64666666666667,92.2863333333333,91.315,4.5
2007-07-01,15671.605,207.939,5.07333333333333,7365.76666666667,1.9,92.7393333333333,91.8313333333333,4.66666666666667
2007-10-01,15767.146,210.489666666667,4.49666666666667,7443.53333333333,2.25,93.3806666666667,92.765,4.8
2008-01-01,15702.906,212.769666666667,3.17666666666667,7584.1,3.08666666666667,93.875,93.5196666666667,5
2008-04-01,15792.773,215.537666666667,2.08666666666667,7713.1,3.10333333333333,94.2696666666667,94.4306666666667,5.33333333333333
2008-07-01,15709.562,218.861,1.94,7808.36666666667,3.34333333333333,94.7506666666667,95.438,6
2008-10-01,15366.607,213.848666666667,0.506666666666667,8057.73333333333,5.58666666666667,94.6756666666667,93.9143333333333,6.86666666666667
2009-01-01,15187.475,212.377666666667,0.183333333333333,8315.36666666667,5.47666666666667,94.6746666666667,93.2796666666667,8.26666666666667
2009-04-01,15161.772,213.507,0.18,8414.7,4.67,95.046,93.6506666666667,9.3
2009-07-01,15216.647,215.344,0.156666666666667,8444.76666666667,3.14333333333333,95.3826666666667,94.296,9.63333333333333
2009-10-01,15379.155,217.03,0.12,8489.3,2.86666666666667,95.977,95.0236666666667,9.93333333333333
2010-01-01,15456.059,217.374,0.133333333333333,8490,2.57,96.305,95.391,9.83333333333333
2010-04-01,15605.628,217.297333333333,0.193333333333333,8578.03333333333,2.68666666666667,96.565,95.5386666666667,9.63333333333333
2010-07-01,15726.282,217.934333333333,0.186666666666667,8662.66666666667,2.99,96.7133333333333,95.723,9.46666666666667
2010-10-01,15807.995,219.699,0.186666666666667,8773.73333333333,3.05,97.0186666666667,96.3356666666667,9.5
2011-01-01,15769.911,222.043666666667,0.156666666666667,8884.5,2.63,97.4453333333333,97.1453333333333,9.03333333333333
2011-04-01,15876.839,224.568333333333,0.0933333333333333,9077.13333333333,2.64,98.015,98.1,9.06666666666667
2011-07-01,15870.684,226.032666666667,0.0833333333333333,9450.83333333333,3.03666666666667,98.462,98.5533333333333,9
2011-10-01,16048.702,227.047333333333,0.0733333333333333,9611.6,3.20666666666667,98.813,98.879,8.63333333333333
2012-01-01,16179.968,228.326,0.103333333333333,9783.2,3.16333333333333,99.4363333333333,99.5343333333333,8.26666666666667
2012-04-01,16253.726,228.808,0.153333333333333,9937.43333333333,3.27,99.8476666666667,99.7746666666667,8.2
2012-07-01,16282.151,229.841,0.143333333333333,10124.6333333333,3.23,100.136333333333,100.064666666667,8.03333333333333
2012-10-01,16300.035,231.369333333333,0.16,10354.8666666667,2.86666666666667,100.579,100.626333333333,7.8
2013-01-01,16441.485,232.299333333333,0.143333333333333,10514.1666666667,2.86,100.982666666667,100.988666666667,7.73333333333333
2013-04-01,16464.402,232.045,0.116666666666667,10628.6666666667,2.84,101.291,101.060666666667,7.53333333333333
2013-07-01,16594.743,233.3,0.0833333333333333,10777.4,2.69333333333333,101.683666666667,101.471333333333,7.23333333333333
2013-10-01,16712.76,234.162666666667,0.0866666666666667,10988.7666666667,2.61,102.180666666667,101.895666666667,6.93333333333333
2014-01-01,16654.247,235.621,0.0733333333333333,11155.9,2.35333333333333,102.533,102.386333333333,6.66666666666667
2014-04-01,16868.109,236.872333333333,0.0933333333333333,11317.8666666667,2.19666666666667,103.04,102.898666666667,6.2
2014-07-01,17064.616,237.478333333333,0.09,11462.8666666667,2.24333333333333,103.437666666667,103.19,6.06666666666667
2014-10-01,17141.235,236.888333333333,0.1,11618.5666666667,2.46,103.735333333333,103.071666666667,5.7
2015-01-01,17280.647,235.355,0.11,11837.1333333333,2.53333333333333,103.938666666667,102.643333333333,5.53333333333333
2015-04-01,17380.875,236.96,0.123333333333333,11962.8333333333,2.66666666666667,104.384,103.140666666667,5.43333333333333
2015-07-01,17437.08,237.855,0.136666666666667,12104.6666666667,3.02333333333333,104.698666666667,103.390666666667,5.1
2015-10-01,17462.579,237.837,0.16,12275.7666666667,3.23,104.926,103.288,5.03333333333333
2016-01-01,17565.465,237.689333333333,0.36,12547.7666666667,3.38666666666667,105.364666666667,103.343,4.9
2016-04-01,17618.581,239.590333333333,0.373333333333333,12765.3333333333,2.91333333333333,105.937,103.991666666667,4.93333333333333
2016-07-01,17724.489,240.607333333333,0.396666666666667,12964.7,2.69333333333333,106.430666666667,104.382333333333,4.9
2016-10-01,17812.56,242.134666666667,0.45,13162.4333333333,2.51,106.818333333333,104.876333333333,4.76666666666667
2017-01-01,17889.094,243.838666666667,0.7,13356.3666666667,2.21666666666667,107.327666666667,105.496666666667,4.56666666666667
2017-04-01,17979.218,244.12,0.95,13527.4,2.23333333333333,107.738333333333,105.757666666667,4.36666666666667
